,Yr,Mo,Dy,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL,MAL
6226,78,1,18,12.92,10.63,12.42,4.79,11.87,7.67,7.92,8.5,8.04,8.12,13.62,17.0
6227,78,1,19,14.46,15.09,9.92,5.96,13.42,5.29,10.29,8.54,8.12,5.04,15.79,15.46
6228,78,1,20,15.0,11.75,10.21,6.46,11.83,7.17,13.79,11.79,10.92,10.08,14.88,19.58
6229,78,1,21,21.54,19.17,15.54,9.42,16.96,11.5,11.08,15.09,12.62,14.42,20.54,20.88
6230,78,1,22,15.12,14.62,10.79,7.71,13.88,8.38,15.71,10.08,11.92,10.25,13.29,20.38
6231,78,1,23,15.75,12.12,14.37,9.29,14.42,10.21,13.5,11.92,13.96,11.5,12.42,18.41
6232,78,1,24,11.21,5.37,8.17,6.83,7.41,6.58,13.92,8.54,9.75,8.83,12.29,25.75
6233,78,1,25,8.25,10.25,7.58,2.75,10.29,4.67,8.33,6.46,6.25,5.04,10.79,12.58
6234,78,1,26,13.08,11.29,10.04,6.67,13.75,7.0,16.5,10.88,12.04,10.96,17.88,26.42
6235,78,1,27,18.54,9.59,15.67,6.42,10.34,7.04,11.63,9.38,9.46,7.58,11.42,24.87
6236,78,1,28,35.38,29.88,18.0,15.96,26.92,15.67,15.87,26.34,15.04,17.75,34.42,35.83
6237,78,1,29,29.38,18.54,28.08,17.12,17.5,13.75,25.54,15.67,18.08,20.5,19.12,38.2
6238,78,1,30,9.62,8.71,9.59,2.71,7.58,3.54,6.08,6.08,5.33,4.46,10.41,12.83
6239,78,1,31,10.5,8.79,9.54,4.42,10.58,5.46,8.0,5.71,6.5,6.38,6.54,17.37
6240,78,2,1,27.25,24.21,18.16,17.46,27.54,18.05,20.96,25.04,20.04,17.5,27.71,21.12
6241,78,2,2,13.29,9.67,12.54,9.25,11.54,8.12,14.54,10.25,10.75,12.38,10.13,22.34
6242,78,2,3,7.5,11.25,8.54,2.96,10.92,6.87,8.12,7.41,8.46,4.04,11.75,17.58
6243,78,2,4,9.21,11.08,7.67,4.67,12.42,7.25,8.75,11.63,9.87,6.92,16.54,16.42
6244,78,2,5,14.04,14.5,9.25,5.75,14.29,7.0,13.46,9.04,10.08,6.04,15.87,15.63
6245,78,2,6,8.58,8.46,8.21,2.62,10.0,4.88,9.59,8.33,7.83,4.33,9.96,12.04
6246,78,2,7,3.42,0.79,6.08,1.29,3.46,0.58,5.5,1.83,2.67,1.46,2.17,7.21
6247,78,2,8,10.29,6.83,13.17,3.04,9.17,2.79,9.38,8.0,7.38,4.46,4.71,11.29
6248,78,2,9,13.33,10.25,20.3,7.0,10.41,5.96,15.71,9.13,9.33,6.54,5.37,11.96
6249,78,2,10,9.21,6.83,12.96,3.92,6.29,2.37,6.79,7.0,3.92,2.83,9.71,10.75
6250,78,2,11,19.7,11.67,12.38,5.88,11.38,8.63,5.09,12.71,9.08,7.17,10.63,17.88
6251,78,2,12,13.04,5.96,13.62,5.96,5.29,1.46,9.42,4.38,6.83,7.0,2.62,11.17
6252,78,2,13,13.79,4.04,9.67,6.83,6.0,5.17,9.08,7.08,6.79,7.87,8.71,22.34
6253,78,2,14,6.75,5.25,9.17,2.58,3.79,0.5,5.75,3.25,2.79,3.33,3.29,10.37
6254,78,2,15,21.79,23.09,16.25,6.87,16.58,10.79,11.87,14.46,10.79,8.58,11.96,19.41
6255,78,2,16,19.55,23.29,15.46,5.54,12.29,9.42,14.46,15.5,11.63,9.25,14.37,20.58
6256,78,2,17,14.67,17.75,13.5,4.67,10.21,8.29,13.33,13.59,10.04,7.79,12.12,17.79
6257,78,2,18,27.96,25.46,26.46,14.37,23.83,18.05,23.42,23.21,17.92,15.59,16.83,29.46
6258,78,2,19,26.34,13.5,28.96,14.71,19.38,18.54,27.71,23.67,22.08,16.38,15.75,31.96
6259,78,2,20,12.67,5.91,19.67,9.92,9.17,10.54,16.75,13.42,14.17,11.96,9.13,26.75
6260,78,2,21,13.92,13.67,11.92,4.88,10.54,7.83,10.08,9.33,8.46,5.91,6.63,14.62
6261,78,2,22,21.17,16.58,19.25,12.67,15.0,12.62,15.37,13.17,14.04,12.29,8.92,21.37
6262,78,2,23,15.34,15.0,15.83,10.08,12.25,10.88,13.0,12.17,14.42,10.17,9.62,19.79
6263,78,2,24,18.71,17.08,16.71,12.17,13.88,12.71,14.92,15.5,13.92,13.42,19.04,20.41
6264,78,2,25,5.54,9.21,10.63,4.54,6.79,5.21,9.87,6.83,8.83,6.08,7.83,16.75
6265,78,2,26,2.67,6.29,3.5,1.04,3.17,0.42,3.54,2.79,1.17,0.75,2.92,6.83
6266,78,2,27,16.29,13.88,13.21,5.5,10.25,6.79,6.29,10.25,7.92,6.38,6.83,12.83
6267,78,2,28,10.0,8.79,13.42,5.04,7.67,8.33,10.54,10.96,10.25,10.21,8.79,17.71
6268,78,3,1,15.04,6.21,16.04,7.87,6.42,6.67,12.29,8.0,10.58,9.33,5.41,17.0
6269,78,3,2,5.66,6.96,10.92,4.04,3.88,3.13,6.38,4.79,6.58,4.92,4.17,13.7
6270,78,3,3,3.96,7.25,5.17,1.71,4.08,1.58,2.29,3.25,1.63,2.17,2.79,7.0
6271,78,3,4,5.0,5.75,8.33,1.87,1.58,0.29,4.67,2.08,2.88,2.21,2.75,9.71
6272,78,3,5,12.62,17.37,9.83,5.96,10.92,8.29,6.08,10.71,10.08,7.62,10.71,13.21
6273,78,3,6,15.0,16.21,13.04,9.71,13.29,10.67,8.58,12.83,12.79,10.34,18.0,21.87
6274,78,3,7,18.0,17.5,17.12,8.96,12.58,12.75,14.17,13.75,13.42,13.17,21.84,22.0
6275,78,3,8,8.87,7.29,9.42,5.13,7.79,6.29,10.67,7.71,8.75,8.17,6.5,14.46
6276,78,3,9,8.54,14.17,11.29,4.17,7.87,7.38,2.79,10.04,8.46,5.13,16.13,15.67
6277,78,3,10,9.21,14.0,11.75,6.71,9.59,8.83,4.63,9.67,8.42,5.66,12.17,11.38
6278,78,3,11,11.67,12.21,12.5,5.75,10.13,7.41,3.63,9.04,9.08,6.29,13.04,15.29
6279,78,3,12,16.08,12.87,13.04,7.33,12.25,10.0,13.13,11.54,11.63,10.17,11.96,16.29
6280,78,3,13,21.04,19.0,17.75,9.71,12.67,10.71,11.79,13.0,12.92,11.17,14.37,17.83
6281,78,3,14,23.63,24.3,18.54,15.79,23.71,18.5,21.87,21.34,19.79,16.13,21.29,15.83
6282,78,3,15,15.63,16.17,12.0,9.62,16.33,10.04,16.08,10.5,12.83,8.83,16.33,19.25
6283,78,3,16,13.13,14.29,8.08,5.09,8.92,6.29,9.13,8.04,7.29,7.33,11.79,18.96
6284,78,3,17,9.54,7.0,10.41,3.29,5.21,3.83,6.5,6.54,5.17,4.63,5.13,11.08
6285,78,3,18,8.04,9.29,10.46,4.54,6.71,6.63,7.83,8.25,8.12,6.0,11.75,15.34
6286,78,3,19,18.41,18.08,14.54,11.54,17.67,14.37,17.0,18.29,15.63,14.0,23.75,27.16
6287,78,3,20,19.25,17.41,13.29,11.04,18.54,11.29,13.13,13.59,12.38,7.83,18.21,19.04
6288,78,3,21,17.54,15.92,12.54,9.17,14.75,10.0,14.29,12.83,11.92,9.5,17.71,22.17
6289,78,3,22,20.67,20.46,17.92,11.54,20.3,11.71,18.0,12.87,14.42,12.21,16.46,19.29
6290,78,3,23,19.7,21.46,14.71,12.58,21.54,13.04,20.12,18.58,17.33,13.7,23.29,28.29
6291,78,3,24,16.88,14.83,11.75,8.42,16.46,9.92,15.46,13.62,14.46,12.21,15.63,21.25
6292,78,3,25,18.21,19.95,14.37,11.12,18.88,12.29,17.25,13.83,14.83,11.71,19.58,24.71
6293,78,3,26,15.54,17.62,14.46,8.5,14.21,10.41,15.92,14.29,13.59,10.83,17.37,22.92
6294,78,3,27,22.88,20.3,19.67,13.67,20.79,15.75,20.17,19.21,18.46,15.16,22.42,27.84
6295,78,3,28,25.54,22.75,21.0,14.96,19.17,15.29,18.08,17.67,17.83,17.83,19.83,24.83
6296,78,3,29,17.16,16.66,17.46,10.96,18.46,13.04,20.08,14.21,17.25,15.0,19.0,24.83
6297,78,3,30,14.75,13.75,12.96,8.08,14.83,9.75,11.46,11.34,11.58,9.0,12.17,16.46
6298,78,3,31,9.04,5.63,13.0,6.34,6.75,8.0,12.54,10.21,11.25,11.12,9.71,22.29
6299,78,4,1,3.42,7.58,2.71,1.38,3.46,2.08,2.67,4.75,4.83,1.67,7.33,13.67
6300,78,4,2,8.21,6.04,3.58,2.29,4.25,2.17,4.71,5.75,5.96,4.71,8.71,14.88
6301,78,4,3,5.41,2.58,15.25,2.96,5.33,7.54,6.71,8.04,9.59,5.17,9.38,15.87
6302,78,4,4,8.42,6.67,24.04,5.71,8.33,9.29,9.83,7.17,9.54,5.71,10.96,8.38
6303,78,4,5,10.21,6.25,26.54,5.96,8.79,8.12,9.5,6.83,9.33,5.37,8.58,10.13
6304,78,4,6,8.58,6.04,18.38,4.38,6.25,6.42,7.58,5.33,7.04,2.96,6.17,9.46
6305,78,4,7,6.04,5.46,13.88,3.67,5.46,4.29,6.5,4.21,4.42,2.33,6.42,5.58
6306,78,4,8,4.75,2.92,10.41,2.0,2.58,1.46,2.04,1.67,1.42,1.75,5.13,6.54
6307,78,4,9,11.54,11.04,7.79,6.21,9.62,6.08,8.33,8.25,9.33,9.17,15.71,20.91
6308,78,4,10,17.12,14.17,16.04,8.96,10.96,7.96,11.79,10.46,9.83,10.71,16.79,22.71
6309,78,4,11,14.21,13.04,10.46,7.04,11.46,7.79,9.5,8.58,9.38,7.0,14.33,14.25
6310,78,4,12,14.12,13.04,9.25,8.33,10.79,8.25,8.58,7.75,8.29,8.25,11.21,12.87
6311,78,4,13,23.13,17.75,17.0,13.29,16.88,12.54,14.25,15.46,13.21,12.92,17.25,24.58
6312,78,4,14,10.04,4.42,9.71,5.46,5.71,4.96,9.46,5.54,6.83,8.71,5.58,12.75
6313,78,4,15,6.54,10.21,5.46,3.29,6.96,3.71,4.08,3.13,2.83,1.63,9.46,4.96
6314,78,4,16,15.71,16.83,9.5,6.46,13.29,7.92,5.83,10.96,8.04,5.96,10.29,8.42
6315,78,4,17,20.88,15.46,18.91,11.92,17.92,16.29,15.16,14.58,16.92,11.96,17.29,15.92
6316,78,4,18,8.12,8.12,8.12,2.29,9.92,4.04,8.12,4.08,5.37,6.25,6.08,14.92
6317,78,4,19,15.75,18.88,12.0,7.41,14.29,10.67,11.12,11.87,12.62,11.29,14.17,17.79
6318,78,4,20,24.41,27.71,19.87,13.92,26.38,14.79,11.25,13.79,13.25,11.0,12.79,18.84
6319,78,4,21,13.79,13.04,9.87,7.71,15.0,7.75,7.38,5.63,7.17,5.83,8.21,4.33
6320,78,4,22,13.67,19.38,8.38,6.38,14.83,9.92,9.5,10.21,10.67,9.54,13.79,14.33
6321,78,4,23,17.33,20.12,10.08,7.38,14.42,8.75,8.42,11.54,11.08,10.08,15.21,14.42
6322,78,4,24,15.12,11.92,11.63,7.83,12.54,11.42,9.5,15.04,12.67,11.21,15.46,18.21
6323,78,4,25,13.25,11.04,14.83,4.58,10.46,9.21,13.0,11.96,11.25,9.0,18.05,17.67
6324,78,4,26,8.38,12.58,14.17,4.46,8.12,4.75,8.54,9.04,6.87,3.71,13.42,10.83
6325,78,4,27,5.66,4.63,6.34,3.0,4.5,2.92,6.5,4.0,4.79,4.79,7.58,16.42
6326,78,4,28,6.29,7.62,3.58,2.21,6.71,2.25,3.33,4.5,3.17,2.25,6.17,12.17
6327,78,4,29,9.96,9.38,16.17,3.67,8.29,3.88,7.25,6.25,6.71,5.25,9.62,15.83
6328,78,4,30,14.09,13.75,21.54,7.46,13.04,11.83,17.16,12.83,13.7,13.79,14.58,26.92
6329,78,5,1,10.54,12.21,9.08,5.29,11.0,10.08,11.17,13.75,11.87,11.79,12.87,27.16
6330,78,5,2,13.83,11.87,7.92,4.08,10.41,7.25,9.62,11.83,9.33,11.04,13.13,23.21
6331,78,5,3,10.37,9.46,9.08,4.04,9.46,6.04,3.96,6.04,7.5,5.75,10.08,13.96
6332,78,5,4,4.67,9.71,5.41,2.46,7.67,4.83,5.96,7.58,5.33,7.67,11.38,10.67
6333,78,5,5,14.67,10.0,9.96,7.17,9.42,5.37,8.79,7.17,8.17,8.87,10.63,10.41
6334,78,5,6,10.46,5.75,8.33,3.83,4.46,3.29,5.41,2.92,3.96,3.79,3.29,5.54
6335,78,5,7,7.33,8.54,5.58,3.42,6.5,4.21,3.67,5.13,4.96,4.63,6.58,14.92
6336,78,5,8,9.0,9.5,7.54,3.96,8.67,7.08,6.34,8.12,7.83,6.83,8.54,16.5
6337,78,5,9,4.96,3.29,13.62,3.29,5.63,4.21,4.79,4.38,6.25,4.42,5.17,5.58
6338,78,5,10,5.09,4.29,4.79,1.87,3.71,3.17,5.04,5.75,4.58,3.37,12.5,5.96
6339,78,5,11,11.5,7.33,8.67,6.67,10.88,6.92,10.88,9.54,9.87,9.17,14.46,15.12
6340,78,5,12,24.46,15.21,14.29,11.67,17.54,10.54,13.79,13.83,12.38,12.17,17.58,21.37
6341,78,5,13,16.21,11.38,9.96,8.25,13.13,9.17,10.08,10.08,9.38,11.08,12.87,15.04
6342,78,5,14,14.21,10.25,6.34,6.58,13.08,6.29,4.58,8.96,6.5,6.17,10.75,4.83
6343,78,5,15,6.34,4.63,4.83,1.04,4.96,1.17,2.37,2.92,2.42,2.08,7.58,3.88
6344,78,5,16,4.29,2.33,4.54,1.92,2.71,1.21,3.33,2.33,1.38,2.92,5.21,4.25
6345,78,5,17,4.75,4.12,6.79,2.29,6.08,2.58,3.88,5.71,4.75,5.54,5.75,7.33
6346,78,5,18,4.88,2.83,8.67,1.63,3.25,2.79,3.17,2.71,2.96,1.42,5.41,5.25
6347,78,5,19,4.25,1.63,5.88,1.75,3.58,2.5,3.04,5.25,5.54,4.21,5.91,6.21
6348,78,5,20,2.83,2.08,4.29,1.54,2.83,1.13,2.29,3.17,2.79,3.46,4.12,12.29
6349,78,5,21,2.42,3.54,7.46,1.46,2.75,0.54,3.04,1.67,3.42,4.5,4.33,11.58
6350,78,5,22,7.54,6.54,6.17,2.79,2.42,2.46,2.92,2.96,3.04,2.88,8.0,5.46
6351,78,5,23,11.87,15.5,7.92,5.17,8.96,4.58,8.5,7.0,7.67,8.04,14.62,14.67
6352,78,5,24,16.13,9.96,9.0,8.08,9.17,7.12,8.29,7.54,8.21,10.17,10.34,12.71
6353,78,5,25,3.92,3.37,5.04,1.08,5.88,3.04,3.92,6.71,3.46,4.46,11.83,11.5
6354,78,5,26,4.5,3.25,3.5,1.21,5.13,1.58,0.83,3.17,3.17,2.29,9.29,8.71
6355,78,5,27,3.46,2.37,4.04,1.46,1.75,0.04,1.67,1.29,1.0,0.96,6.29,5.63
6356,78,5,28,2.62,6.67,3.96,1.96,3.25,3.29,2.13,4.04,2.75,3.63,8.83,4.04
6357,78,5,29,3.25,7.33,3.5,3.08,5.04,3.17,4.88,4.46,4.96,6.08,11.87,6.42
6358,78,5,30,6.87,6.71,3.54,2.54,7.25,4.12,4.88,5.0,4.63,4.83,6.58,8.04
6359,78,5,31,9.17,12.38,4.25,4.38,9.62,8.17,4.83,9.04,7.96,9.5,11.38,15.21
6360,78,6,1,10.37,11.42,6.46,6.04,11.25,7.5,6.46,5.96,7.79,5.46,5.5,10.41
6361,78,6,2,7.75,10.83,7.33,4.12,10.34,6.08,2.79,4.88,6.5,4.96,9.17,6.42
6362,78,6,3,10.71,8.83,6.63,3.79,9.59,5.83,4.54,6.25,6.79,6.29,6.79,11.46
6363,78,6,4,16.83,13.54,9.96,7.62,12.96,10.0,5.63,9.54,9.79,10.0,9.71,16.33
6364,78,6,5,21.54,12.12,13.83,10.71,16.13,11.54,11.75,12.29,13.54,13.96,12.38,17.12
6365,78,6,6,10.04,9.92,9.21,5.17,13.25,9.96,9.29,9.75,10.58,8.58,14.25,16.08
6366,78,6,7,10.37,9.87,8.96,5.58,11.79,8.12,7.12,9.38,7.46,7.0,11.54,16.25
6367,78,6,8,7.5,7.83,5.75,4.0,7.04,4.46,6.34,6.13,6.04,8.54,11.21,19.46
6368,78,6,9,13.46,9.59,9.67,6.29,10.08,8.17,9.5,8.38,9.42,10.83,13.13,21.17
6369,78,6,10,12.54,9.17,10.04,6.17,9.96,8.46,8.71,7.41,9.67,10.13,10.29,17.54
6370,78,6,11,8.71,5.58,8.96,3.88,6.21,5.5,8.04,4.25,7.5,8.46,8.63,16.83
6371,78,6,12,7.0,6.63,13.54,6.0,7.41,7.25,6.58,7.67,7.79,8.12,10.58,15.25
6372,78,6,13,7.0,5.04,8.0,3.04,6.71,4.46,5.04,3.79,4.46,2.5,8.46,11.12
6373,78,6,14,5.17,8.21,7.21,4.42,9.04,6.96,4.75,6.92,7.75,5.33,12.21,14.79
6374,78,6,15,11.54,10.13,7.46,5.33,10.21,6.79,4.08,7.83,6.71,6.67,9.54,13.83
6375,78,6,16,15.16,15.41,25.7,11.25,11.04,10.75,16.5,11.79,11.63,11.29,16.0,19.17
6376,78,6,17,12.83,11.34,28.58,10.37,8.0,7.87,12.42,8.92,7.12,7.17,15.25,8.29
6377,78,6,18,7.17,4.63,8.46,4.79,7.54,4.21,1.71,5.33,3.92,2.5,7.75,8.25
6378,78,6,19,13.5,7.58,6.63,4.21,8.29,4.25,7.41,4.75,6.54,5.17,10.88,15.16
6379,78,6,20,9.96,7.96,7.75,3.46,7.5,5.09,4.54,8.46,5.88,5.88,13.0,15.75
6380,78,6,21,10.04,8.21,10.71,5.33,10.37,5.46,3.04,4.96,5.09,3.63,7.71,10.25
6381,78,6,22,8.46,9.25,6.92,2.37,6.96,2.96,6.21,5.0,5.5,3.54,9.79,11.92
6382,78,6,23,17.58,15.25,11.17,9.29,13.29,11.5,10.34,11.21,10.13,12.21,19.29,26.96
6383,78,6,24,17.58,12.38,10.13,10.41,16.33,11.0,12.67,11.83,12.25,10.83,17.0,18.71
6384,78,6,25,11.83,11.08,9.08,6.08,9.87,7.71,9.33,8.92,9.67,8.33,13.54,18.0
6385,78,6,26,13.92,8.17,11.21,7.38,11.83,8.46,9.42,7.0,9.04,8.63,10.67,14.54
6386,78,6,27,10.25,7.71,10.04,5.54,11.12,8.46,10.79,9.83,8.96,7.62,14.09,17.0
6387,78,6,28,9.08,8.5,9.54,6.54,12.5,9.08,14.0,7.79,11.34,7.33,10.79,15.92
6388,78,6,29,13.88,10.34,9.25,6.5,15.25,8.96,9.67,9.13,8.71,7.96,13.42,13.96
6389,78,6,30,9.83,7.71,9.42,5.91,10.0,7.87,9.17,8.71,9.04,7.58,12.46,14.42
6390,78,7,1,12.46,10.63,11.17,6.75,12.92,9.04,12.42,9.62,12.08,8.04,14.04,16.17
6391,78,7,2,16.04,14.42,12.75,10.46,15.79,11.17,11.92,10.34,10.79,5.33,10.41,15.0
6392,78,7,3,25.37,17.04,14.09,11.79,19.12,13.92,13.7,14.75,13.67,11.58,20.12,21.59
6393,78,7,4,25.84,17.41,17.71,14.83,16.25,14.83,13.7,15.5,14.71,17.58,19.62,28.25
6394,78,7,5,25.04,18.08,13.88,12.08,13.7,12.67,12.38,12.83,12.79,17.83,17.79,24.08
6395,78,7,6,18.21,10.71,13.08,9.83,10.54,10.17,11.79,11.25,11.54,13.92,12.54,19.0
6396,78,7,7,11.87,6.92,9.59,5.46,11.83,8.08,11.92,9.33,10.41,8.42,11.75,16.75
6397,78,7,8,11.5,10.71,9.29,6.63,13.5,9.38,11.67,8.58,9.71,6.92,11.38,11.42
6398,78,7,9,8.54,7.54,6.25,3.92,8.96,6.29,4.42,6.29,6.08,1.33,10.08,6.42
6399,78,7,10,4.12,4.29,4.58,1.96,3.88,3.29,3.88,2.83,3.17,2.79,4.71,5.83
6400,78,7,11,11.21,4.0,3.92,2.46,7.08,2.83,2.83,5.79,6.58,4.25,5.21,6.71
6401,78,7,12,6.67,2.17,3.63,0.75,3.58,1.13,1.63,1.33,1.5,1.5,4.17,2.13
6402,78,7,13,3.13,3.96,5.17,1.33,2.67,0.96,0.83,2.75,0.54,1.5,10.13,7.75
6403,78,7,14,6.25,2.62,8.0,3.13,4.96,3.46,3.17,4.58,4.12,4.17,11.63,9.75
6404,78,7,15,5.09,3.46,6.21,3.08,6.04,4.21,2.79,4.92,4.54,5.5,8.29,12.25
6405,78,7,16,4.71,2.21,6.0,3.04,4.12,2.54,2.33,2.58,3.33,2.79,6.25,8.63
6406,78,7,17,6.38,6.25,7.17,3.29,4.21,3.58,1.83,4.71,3.04,3.88,5.63,9.67
6407,78,7,18,15.0,8.0,7.62,5.29,11.38,6.34,7.17,8.0,8.83,8.33,11.21,12.21
6408,78,7,19,17.12,9.25,9.33,8.42,13.88,10.13,11.87,11.42,10.88,10.37,13.59,18.16
6409,78,7,20,13.83,6.63,6.83,7.71,10.13,7.75,7.58,5.66,7.54,7.04,8.58,13.08
6410,78,7,21,9.71,10.54,8.67,3.96,7.5,6.17,4.67,7.83,6.87,5.33,15.59,8.5
6411,78,7,22,19.58,17.88,17.08,10.29,15.37,13.88,13.83,17.12,14.09,14.04,24.17,21.96
6412,78,7,23,13.96,11.5,12.71,7.08,12.83,10.13,10.08,10.37,11.42,9.83,18.16,19.92
6413,78,7,24,12.67,10.08,10.54,5.71,12.92,9.08,9.33,8.58,10.41,8.12,15.46,19.29
6414,78,7,25,12.25,12.33,15.29,7.58,10.17,8.5,8.42,8.79,9.87,9.08,16.92,17.04
6415,78,7,26,13.13,13.7,12.21,5.46,9.46,7.79,7.04,9.33,8.42,5.46,14.29,9.96
6416,78,7,27,14.96,14.62,15.63,9.25,13.29,12.46,10.5,12.87,13.67,13.17,20.12,20.38
6417,78,7,28,10.83,13.59,9.79,6.54,11.08,9.92,9.92,11.96,10.67,9.67,19.55,17.08
6418,78,7,29,8.0,7.87,6.58,5.75,7.38,7.12,4.08,5.79,6.13,6.17,11.63,10.63
6419,78,7,30,13.37,10.79,7.62,6.13,5.13,6.08,2.92,6.5,5.96,5.37,8.38,7.71
6420,78,7,31,20.58,13.08,14.83,11.04,12.04,9.54,12.17,10.04,10.88,10.41,10.71,19.08
6421,78,8,1,19.33,15.09,20.17,8.83,12.62,10.41,9.33,12.33,9.5,9.92,15.75,18.0
6422,78,8,2,11.83,8.71,10.71,5.41,7.62,4.54,4.5,5.13,4.79,1.5,10.25,5.17
6423,78,8,3,10.46,5.58,6.34,4.75,8.87,6.29,9.62,6.17,7.54,5.58,8.38,10.67
6424,78,8,4,5.25,5.58,6.46,2.13,3.29,2.25,5.54,0.83,4.42,2.37,5.46,12.71
6425,78,8,5,10.5,9.92,7.5,1.87,7.92,2.79,1.38,1.29,2.71,0.79,5.66,3.92
6426,78,8,6,9.38,8.46,8.08,4.17,8.71,5.17,6.92,2.08,6.58,4.17,7.38,10.29
6427,78,8,7,13.04,9.87,8.29,4.46,7.17,5.54,5.96,5.41,6.71,5.54,9.83,14.54
6428,78,8,8,13.54,7.46,6.21,6.58,9.79,8.63,7.75,6.79,7.71,6.63,10.25,15.59
6429,78,8,9,7.38,3.79,5.58,3.37,4.5,4.5,3.17,1.87,5.17,3.42,5.46,7.12
6430,78,8,10,5.63,13.13,4.54,3.21,7.96,5.63,3.08,5.09,5.79,3.25,10.63,5.91
6431,78,8,11,13.5,13.96,11.0,8.12,11.63,9.21,6.42,8.63,12.75,10.29,14.17,15.79
6432,78,8,12,5.88,6.87,7.25,3.79,7.62,6.29,5.54,4.04,5.29,3.83,7.96,10.75
6433,78,8,13,11.83,12.12,10.58,4.0,8.04,7.12,6.25,9.92,9.21,6.67,16.54,13.79
6434,78,8,14,14.09,11.54,12.79,5.17,7.79,6.25,7.5,7.21,8.21,5.83,11.67,9.5
6435,78,8,15,14.37,12.08,11.96,5.83,11.54,8.79,8.54,6.63,9.29,5.91,9.29,10.17
6436,78,8,16,10.88,6.25,8.12,6.13,10.58,8.87,10.83,8.25,9.92,9.21,12.75,16.17
6437,78,8,17,8.0,12.92,7.71,3.79,9.17,6.96,4.79,7.58,8.46,5.46,17.58,13.46
6438,78,8,18,17.16,18.25,13.92,12.0,16.75,12.58,9.92,13.33,15.87,15.09,21.79,27.25
6439,78,8,19,5.41,6.04,10.41,3.0,5.04,5.29,3.88,5.58,7.5,6.71,14.96,9.25
6440,78,8,20,7.79,11.58,8.63,3.96,8.5,7.5,5.41,11.04,9.46,7.38,16.96,15.04
6441,78,8,21,14.92,14.42,15.0,7.96,13.0,10.79,12.38,11.42,13.46,9.96,9.29,7.41
6442,78,8,22,10.04,9.08,10.0,4.67,8.92,5.54,4.33,3.54,7.21,4.71,6.92,12.96
6443,78,8,23,3.04,2.13,6.42,1.42,2.58,1.21,1.25,1.38,5.0,3.5,6.67,11.42
6444,78,8,24,3.88,2.37,4.79,1.67,2.5,1.67,1.33,2.46,4.21,3.17,8.67,16.04
6445,78,8,25,3.04,2.96,5.71,1.71,2.42,2.67,1.46,3.58,5.25,4.0,8.58,9.75
6446,78,8,26,4.33,2.71,11.83,2.21,1.63,4.08,0.75,0.54,3.13,2.0,8.04,7.46
6447,78,8,27,4.21,1.75,6.21,2.21,1.42,2.58,1.54,1.58,2.88,3.79,8.75,9.59
6448,78,8,28,3.5,1.92,6.25,2.25,1.25,2.0,2.42,1.33,3.63,3.54,5.0,11.75
6449,78,8,29,12.0,6.17,9.59,4.25,5.25,5.5,6.92,3.17,7.75,5.54,9.29,14.62
6450,78,8,30,13.25,7.79,10.54,6.0,6.71,7.17,7.58,4.5,7.25,5.71,8.96,10.71
6451,78,8,31,11.54,5.54,7.41,4.67,7.62,6.17,8.87,5.25,7.83,6.17,11.58,16.88
6452,78,9,1,8.42,6.13,9.87,5.25,3.21,5.71,7.25,3.5,7.33,6.5,7.62,15.96
6453,78,9,2,4.75,1.63,6.83,1.87,1.96,4.58,6.13,1.83,5.21,2.13,8.83,15.21
6454,78,9,3,4.17,5.04,3.88,0.83,1.25,4.5,4.12,1.42,4.42,3.63,5.46,6.92
6455,78,9,4,7.5,11.67,3.42,2.54,6.79,6.67,5.09,3.92,6.54,3.88,9.13,10.88
6456,78,9,5,5.83,7.33,4.96,1.5,3.67,6.58,3.25,3.71,6.04,3.13,7.17,8.96
6457,78,9,6,10.08,11.96,10.37,4.63,9.67,9.25,7.38,8.08,8.87,7.38,10.25,15.09
6458,78,9,7,9.79,9.29,7.83,5.25,10.21,11.12,9.21,9.46,9.79,7.08,15.41,15.34
6459,78,9,8,15.54,14.62,12.75,5.79,12.08,11.08,8.21,11.21,11.34,9.5,21.84,19.92
6460,78,9,9,15.21,16.21,17.04,8.58,15.63,15.37,15.29,14.33,15.29,13.33,22.58,25.96
6461,78,9,10,16.46,18.12,21.5,11.63,17.0,16.42,15.67,15.5,16.25,13.62,15.54,21.12
6462,78,9,11,19.38,11.75,14.09,12.17,18.05,15.75,18.5,16.0,15.21,15.75,21.42,26.42
6463,78,9,12,8.67,10.13,11.0,4.71,7.71,10.08,9.08,10.92,9.04,7.41,16.17,17.58
6464,78,9,13,13.08,11.87,13.59,6.46,11.21,12.0,12.62,10.92,12.67,9.83,15.5,17.79
6465,78,9,14,11.38,11.54,10.83,7.0,16.38,12.04,13.67,13.79,12.87,11.75,20.25,26.67
6466,78,9,15,11.5,11.87,11.34,7.46,13.59,13.21,14.96,13.21,13.33,11.17,19.25,25.17
6467,78,9,16,15.21,13.92,14.04,7.71,12.79,13.17,14.04,16.92,13.37,13.25,25.33,30.54
6468,78,9,17,5.25,3.46,6.38,2.54,6.04,6.83,8.25,5.37,6.87,7.54,11.04,19.92
6469,78,9,18,4.58,1.96,5.54,1.96,4.0,5.71,5.71,3.63,4.96,5.29,11.04,17.96
